question,intent,entity,answer
Thiếu máu tan huyết,Điều trị,Hemolytic Anemia,"Điều trị nguyên nhân cơ bản, truyền máu, thuốc (thuốc ức chế miễn dịch, corticosteroid), cắt lách (trong một số trường hợp), chăm sóc hỗ trợ, bổ sung axit folic hoặc sắt"
Thiếu máu tan huyết,Nguyên nhân,Hemolytic Anemia,Phá hủy hồng cầu do tự miễn hoặc di truyền
Thiếu protein,Triệu chứng,Protein Deficiency,"Teo cơ, mệt mỏi, yếu, chậm lành vết thương, sưng chi, rụng tóc, suy giảm miễn dịch"
Thiếu protein,Điều trị,Protein Deficiency,"Tăng lượng protein qua chế độ ăn (thịt nạc, cá, sữa, đậu, hạt), bổ sung protein, tư vấn dinh dưỡng, giải quyết nguyên nhân cơ bản (ví dụ: kém hấp thu)"
Thiếu protein,Nguyên nhân,Protein Deficiency,Chế độ ăn thiếu protein hoặc rối loạn hấp thu
Thiếu vitamin A,Triệu chứng,Vitamin A Deficiency,"Quáng gà, khô mắt, da khô hoặc thô, chậm lành vết thương, suy giảm miễn dịch"
Thiếu vitamin A,Điều trị,Vitamin A Deficiency,"Bổ sung vitamin A, thay đổi chế độ ăn để bao gồm thực phẩm giàu vitamin A"
Thiếu vitamin A,Nguyên nhân,Vitamin A Deficiency,Chế độ ăn thiếu vitamin A
Thiếu vitamin B12,Triệu chứng,Vitamin B12 Deficiency,"Mệt mỏi, yếu, da nhợt nhạt, khó thở, ngứa ran hoặc tê ở tay và chân, vấn đề cân bằng, đau lưỡi"
Thiếu vitamin B12,Điều trị,Vitamin B12 Deficiency,"Bổ sung vitamin B12 (như viên uống hoặc tiêm), thay đổi chế độ ăn để bao gồm thực phẩm giàu B12 (như thịt, cá, trứng, và sản phẩm từ sữa), xác định và quản lý nguyên nhân cơ bản (như thiếu máu ác tính hoặc rối loạn hấp thu), quản lý các triệu chứng hoặc biến chứng liên quan (như đau thần kinh hoặc vấn đề cân bằng), theo dõi định kỳ mức B12 và điều chỉnh điều trị"
Thiếu vitamin B12,Nguyên nhân,Vitamin B12 Deficiency,"Thiếu hụt B12 do chế độ ăn, kém hấp thu hoặc bệnh lý"
Thoái hóa khớp,Triệu chứng,Osteoarthritis,"Đau khớp, cứng, sưng"
Thoái hóa khớp,Điều trị,Osteoarthritis,"Thuốc giảm đau, vật lý trị liệu, quản lý cân nặng, thiết bị hỗ trợ, phẫu thuật (trong trường hợp nặng)"
Thoái hóa khớp,Nguyên nhân,Osteoarthritis,Hao mòn sụn khớp do tuổi tác hoặc chấn thương
Thoái hóa điểm vàng,Triệu chứng,Macular Degeneration,"Tầm nhìn trung tâm mờ hoặc méo mó, điểm mù"
Thoái hóa điểm vàng,Điều trị,Macular Degeneration,"Thiết bị hỗ trợ thị lực, thuốc (tiêm vào mắt), liệu pháp laser, liệu pháp quang động, can thiệp phẫu thuật"
Thoái hóa điểm vàng,Nguyên nhân,Macular Degeneration,Thoái hóa võng mạc do tuổi tác
Thoái hóa đốt sống,Triệu chứng,Spondylosis,"Đau cổ hoặc lưng, cứng khớp, hạn chế phạm vi chuyển động, tê hoặc yếu ở tay chân"
Thoái hóa đốt sống,Điều trị,Spondylosis,"Thuốc (giảm đau, giãn cơ), vật lý trị liệu, tập thể dục, cải thiện tư thế, liệu pháp nhiệt hoặc lạnh, tiêm cột sống, phẫu thuật (trong trường hợp nặng hoặc nếu điều trị bảo tồn không hiệu quả)"
Thoái hóa đốt sống,Nguyên nhân,Spondylosis,Thoái hóa cột sống do tuổi tác hoặc hao mòn
Thoát vị bụng,Triệu chứng,Abdominal Hernia,"Phình hoặc sưng rõ rệt, khó chịu hoặc đau"
Thoát vị bụng,Điều trị,Abdominal Hernia,"Theo dõi, đai thoát vị, sửa chữa phẫu thuật, thay đổi lối sống"
Thoát vị bụng,Nguyên nhân,Abdominal Hernia,Yếu cơ thành bụng hoặc áp lực trong ổ bụng tăng
Thoát vị khe hoành,Triệu chứng,Hiatal Hernia,"Ợ nóng, đau ngực, khó nuốt"
Thoát vị khe hoành,Điều trị,Hiatal Hernia,"Thay đổi lối sống, thuốc (kháng axit, chất ức chế bơm proton)"
Thoát vị khe hoành,Nguyên nhân,Hiatal Hernia,Yếu cơ hoành hoặc áp lực trong ổ bụng tăng
Thuyên tắc mỡ,Triệu chứng,Fat Embolism,"Khó thở, đau ngực, lú lẫn, phát ban chấm xuất huyết (đốm đỏ hoặc tím nhỏ), triệu chứng thần kinh"
Thuyên tắc mỡ,Điều trị,Fat Embolism,"Chăm sóc hỗ trợ (liệu pháp oxy, bù dịch), quản lý triệu chứng (thuốc giảm đau, thuốc chống đông máu), điều trị nguyên nhân cơ bản nếu có thể"
Thuyên tắc mỡ,Nguyên nhân,Fat Embolism,Mỡ từ tủy xương xâm nhập vào máu sau gãy xương
Tinh hoàn ẩn,Triệu chứng,Cryptorchidism,"Không có hoặc tinh hoàn không xuống, bìu trống, tinh hoàn nhỏ hoặc kém phát triển, thoát vị bẹn, vị trí tinh hoàn bất thường (cao hơn ở vùng háng)"
Tinh hoàn ẩn,Điều trị,Cryptorchidism,"Theo dõi và quan sát (trong trường hợp nhẹ hoặc tạm thời), liệu pháp hormone (để kích thích tinh hoàn xuống), phẫu thuật (orchiopexy) để đặt lại tinh hoàn vào bìu, nếu cần, thực hiện khoảng 6 đến 12 tháng tuổi, phẫu thuật mở hoặc nội soi (trong trường hợp cao hoặc kéo dài), cấy ghép tinh hoàn giả (trong trường hợp không có hoặc tinh hoàn không hoạt động), thăm khám định kỳ với bác sĩ tiết niệu hoặc phẫu thuật nhi"
Tinh hoàn ẩn,Nguyên nhân,Cryptorchidism,"Yếu tố di truyền, sinh non, hoặc rối loạn hormone trong thai kỳ"
Tiền sản giật,Triệu chứng,Preeclampsia,"Huyết áp cao, protein niệu, sưng, đau đầu, rối loạn thị giác"
Tiền sản giật,Điều trị,Preeclampsia,"Nghỉ ngơi tại giường, theo dõi huyết áp, thăm khám trước sinh thường xuyên, thuốc (như thuốc hạ huyết áp), magnesium sulfate (cho trường hợp nặng), sinh con (trong trường hợp nặng)"
Tiền sản giật,Nguyên nhân,Preeclampsia,Rối loạn chức năng nhau thai và mạch máu trong thai kỳ
Tiểu không kiểm soát do căng thẳng,Triệu chứng,Stress Incontinence,Rò rỉ nước tiểu không tự chủ khi hoạt động thể chất
Tiểu không kiểm soát do căng thẳng,Điều trị,Stress Incontinence,"Bài tập sàn chậu, kỹ thuật hành vi, phẫu thuật (trong trường hợp nặng)"
Tiểu không kiểm soát do căng thẳng,Nguyên nhân,Stress Incontinence,Yếu cơ sàn chậu hoặc tổn thương thần kinh
Tiểu không kiểm soát do thúc đẩy,Triệu chứng,Urge Incontinence,"Thúc đẩy đột ngột, mạnh mẽ phải tiểu kèm theo rò rỉ nước tiểu không tự chủ"
Tiểu không kiểm soát do thúc đẩy,Điều trị,Urge Incontinence,"Liệu pháp hành vi (huấn luyện bàng quang, bài tập sàn chậu), thuốc (thuốc chống cholinergic, chất chủ vận beta-3), thiết bị y tế"
Tiểu không kiểm soát do thúc đẩy,Nguyên nhân,Urge Incontinence,Bàng quang hoạt động quá mức
Tiểu không kiểm soát do tràn đầy,Triệu chứng,Overflow Incontinence,"Rỉ nước tiểu thường xuyên hoặc liên tục, không thể làm rỗng hoàn toàn bàng quang, dòng nước tiểu yếu"
Tiểu không kiểm soát do tràn đầy,Điều trị,Overflow Incontinence,"Bài tập huấn luyện bàng quang, tiểu đôi, đặt ống thông, thuốc (thuốc chẹn alpha, thuốc chống cholinergic), phẫu thuật (trong trường hợp nặng), thay đổi lối sống"
Tiểu không kiểm soát do tràn đầy,Nguyên nhân,Overflow Incontinence,Tắc nghẽn hoặc yếu cơ bàng quang
Tràn dịch tinh mạc,Triệu chứng,Hydrocele of the Testicle,Sưng bìu
Tràn dịch tinh mạc,Điều trị,Hydrocele of the Testicle,"Quan sát, dẫn lưu phẫu thuật (trong một số trường hợp)"
Tràn dịch tinh mạc,Nguyên nhân,Hydrocele of the Testicle,"Chấn thương, nhiễm trùng hoặc bất thường bẩm sinh"
Tràn máu khớp,Triệu chứng,Hemarthrosis,"Sưng khớp, đau, ấm, hạn chế phạm vi chuyển động"
Tràn máu khớp,Điều trị,Hemarthrosis,"Phương pháp RICE (Nghỉ ngơi, Chườm đá, Nén, Nâng cao), quản lý đau, chọc hút hoặc dẫn lưu khớp (trong trường hợp nặng)"
Tràn máu khớp,Nguyên nhân,Hemarthrosis,Chảy máu trong khớp do chấn thương hoặc rối loạn đông máu
Trào ngược bàng quang niệu quản,Triệu chứng,Vesicoureteral Reflux,"Nhiễm trùng đường tiết niệu thường xuyên, khẩn cấp hoặc tiểu nhiều, đái dầm (ở trẻ em), huyết áp cao (trong trường hợp nặng)"
Trào ngược bàng quang niệu quản,Điều trị,Vesicoureteral Reflux,"Kháng sinh, bài tập huấn luyện bàng quang, sửa chữa phẫu thuật (trong một số trường hợp)"
Trào ngược bàng quang niệu quản,Nguyên nhân,Vesicoureteral Reflux,Dòng nước tiểu ngược từ bàng quang lên niệu quản
Trĩ,Triệu chứng,Hemorrhoids,"Tĩnh mạch sưng, ngứa hoặc đau ở vùng hậu môn"
Trĩ,Điều trị,Hemorrhoids,"Tăng chất xơ, giữ đủ nước, tránh rặn khi đi tiêu, tắm nước ấm, kem hoặc thuốc bôi, thuốc giảm đau không kê đơn (sau khi tham khảo ý kiến bác sĩ)"
Trĩ,Nguyên nhân,Hemorrhoids,Tăng áp lực vùng chậu và táo bón trong thai kỳ
Trạng thái tăng đường huyết tăng ceton,Triệu chứng,Hyperosmotic Hyperketotic State,"Nồng độ đường huyết tăng, sản xuất ceton tăng, khát nước quá mức, tiểu nhiều, mệt mỏi, lú lẫn, hơi thở mùi trái cây"
Trạng thái tăng đường huyết tăng ceton,Điều trị,Hyperosmotic Hyperketotic State,"Liệu pháp insulin để điều hòa đường huyết, truyền dịch tĩnh mạch để khắc phục mất nước, thay thế điện giải, khắc phục nguyên nhân cơ bản (ví dụ: quản lý tiểu đường)"
Trạng thái tăng đường huyết tăng ceton,Nguyên nhân,Hyperosmotic Hyperketotic State,Mất kiểm soát đường huyết trong tiểu đường
Trầm cảm sau sinh,Triệu chứng,oubtedly Depression,"Cảm giác buồn bã, trống rỗng hoặc tuyệt vọng kéo dài, khóc thường xuyên, cáu kỉnh, mất hứng thú hoặc niềm vui trong các hoạt động, khó gắn kết với em bé, thay đổi khẩu vị hoặc kiểu ngủ, mệt mỏi quá mức, cảm giác tội lỗi hoặc vô dụng, khó tập trung hoặc đưa ra quyết định, ý nghĩ tự làm hại bản thân hoặc làm hại em bé"
Trầm cảm sau sinh,Điều trị,oubtedly Depression,"Tâm lý trị liệu (như liệu pháp hành vi nhận thức hoặc liệu pháp giao tiếp), nhóm hỗ trợ hoặc tư vấn đồng đẳng, thuốc chống trầm cảm (nếu được chuyên gia y tế khuyên dùng), liệu pháp hormone (trong một số trường hợp), thay đổi lối sống (như tập thể dục, chế độ ăn lành mạnh, vệ sinh giấc ngủ), nhờ bạn đời hoặc gia đình chăm sóc em bé, sự hỗ trợ xã hội và thấu hiểu từ gia đình và bạn bè, theo dõi và giám sát định kỳ bởi chuyên gia y tế"
Trầm cảm sau sinh,Nguyên nhân,oubtedly Depression,"Thay đổi hormone sau sinh, căng thẳng tâm lý hoặc tiền sử trầm cảm"
Trật khớp khuỷu tay,Triệu chứng,Dislocation of the Elbow,"Đau nghiêm trọng, biến dạng rõ rệt, sưng, không thể cử động khuỷu tay, tê hoặc ngứa ran ở tay/cánh tay"
Trật khớp khuỷu tay,Điều trị,Dislocation of the Elbow,"Nắn chỉnh kín (sắp xếp lại xương mà không cần phẫu thuật), bất động (nẹp hoặc bó bột), vật lý trị liệu, quản lý đau, can thiệp phẫu thuật (trong trường hợp phức tạp hoặc tái phát)"
Trật khớp khuỷu tay,Nguyên nhân,Dislocation of the Elbow,Chấn thương hoặc lực mạnh tác động lên khuỷu tay
Trật khớp mắt cá chân,Triệu chứng,Dislocation of the Ankle,"Sưng, đau nghiêm trọng, không thể chịu trọng lượng"
Trật khớp mắt cá chân,Điều trị,Dislocation of the Ankle,"Nắn chỉnh (sắp xếp lại xương), bất động, phục hồi chức năng"
Trật khớp mắt cá chân,Nguyên nhân,Dislocation of the Ankle,Chấn thương hoặc lực mạnh tác động lên mắt cá chân
Trật khớp xương bánh chè,Triệu chứng,Dislocation of the Patella,"Đau đầu gối, sưng, không thể duỗi thẳng chân"
Trật khớp xương bánh chè,Điều trị,Dislocation of the Patella,"Nắn chỉnh bằng tay, bất động, vật lý trị liệu"
Trật khớp xương bánh chè,Nguyên nhân,Dislocation of the Patella,Chấn thương hoặc lực mạnh tác động lên đầu gối
Tác dụng ngoại tháp của thuốc,Triệu chứng,Extrapyramidal Effect of Drugs,"Cứng cơ, run, cử động không tự chủ"
Tác dụng ngoại tháp của thuốc,Điều trị,Extrapyramidal Effect of Drugs,"Điều chỉnh liều thuốc, chuyển sang thuốc thay thế"
Tác dụng ngoại tháp của thuốc,Nguyên nhân,Extrapyramidal Effect of Drugs,Tác dụng phụ của thuốc chống loạn thần
Tích mủ màng phổi,Triệu chứng,Empyema,"Sốt, đau ngực, ho có đờm hôi hoặc máu"
Tích mủ màng phổi,Điều trị,Empyema,"Kháng sinh, dẫn lưu (đặt ống ngực, chọc dò màng phổi), can thiệp phẫu thuật (tách vỏ), chăm sóc hỗ trợ, điều trị nguyên nhân cơ bản"
Tích mủ màng phổi,Nguyên nhân,Empyema,"Nhiễm trùng màng phổi, thường do viêm phổi"
Túi thừa đại tràng,Triệu chứng,Diverticulosis,"Đau bụng, đầy hơi, thay đổi thói quen đại tiện"
Túi thừa đại tràng,Điều trị,Diverticulosis,"Chế độ ăn giàu chất xơ, thuốc (giảm đau, kháng sinh)"
Túi thừa đại tràng,Nguyên nhân,Diverticulosis,Yếu thành đại tràng hoặc chế độ ăn ít chất xơ
Tăng bạch cầu ái toan phổi,Triệu chứng,Pulmonary Eosinophilia,"Ho, khó thở, thở khò khè, đau ngực, sốt, đổ mồ hôi đêm, mệt mỏi, giảm cân, tăng số lượng bạch cầu ái toan trong máu hoặc đờm"
Tăng bạch cầu ái toan phổi,Điều trị,Pulmonary Eosinophilia,"Xác định và điều trị nguyên nhân cơ bản (như nhiễm ký sinh trùng, phản ứng thuốc, hoặc phản ứng dị ứng), corticosteroid (như prednisone) để giảm viêm, thuốc giãn phế quản (như ống hít) để giảm co thắt phế quản và cải thiện luồng khí, thuốc chống ký sinh trùng (nếu xác định nhiễm ký sinh trùng), thuốc ức chế miễn dịch (trong trường hợp nặng), tránh tác nhân kích thích hoặc dị nguyên (nếu xác định), điều trị triệu chứng liên quan (như sốt hoặc ho), theo dõi và thăm khám định kỳ với chuyên gia y tế"
Tăng bạch cầu ái toan phổi,Nguyên nhân,Pulmonary Eosinophilia,"Tăng bạch cầu ái toan do dị ứng, nhiễm trùng hoặc bệnh tự miễn"
Tăng bạch cầu đơn nhân,Triệu chứng,Mononucleosis,"Mệt mỏi, đau họng, sưng hạch bạch huyết"
Tăng bạch cầu đơn nhân,Điều trị,Mononucleosis,"Nghỉ ngơi, thuốc giảm đau, uống đủ nước, quản lý triệu chứng"
Tăng bạch cầu đơn nhân,Nguyên nhân,Mononucleosis,Nhiễm virus Epstein-Barr
Tăng canxi máu,Triệu chứng,Hypercalcemia,"Mệt mỏi, buồn nôn, khát nước quá mức, sỏi thận"
Tăng canxi máu,Điều trị,Hypercalcemia,"Điều trị nguyên nhân cơ bản, bù nước, thuốc"
Tăng canxi máu,Nguyên nhân,Hypercalcemia,Rối loạn tuyến cận giáp hoặc bệnh lý khác
