Question,Name,Intent,Scientific_name,Answer
"Tôi bị đau do viêm khớp, đó là bệnh gì và chữa ra sao?",viêm khớp,"['Triệu chứng', 'Điều trị']",arthritis,"Triệu chứng: đau, sưng đỏ và cứng khớp. Điều trị: NSAIDs (diclofenac, ibuprofen), corticosteroids (prednisolone), thuốc điều trị cơ bản nếu viêm khớp dạng thấp (methotrexate), vật lý trị liệu;"
"Tôi bị đau ở nám, đó có phải bệnh không?",nám (“nám bà bầu”),['Triệu chứng'],Melasma,"Vết nám không đều màu, chủ yếu trên mặt, đặc biệt ở vùng má, trán, cằm; tăng sắc tố rõ rệt sau phơi nắng"
"Tôi hay bị ung thư biểu mô tuyến nhầy, có phải do công việc của tôi không?",ung thư biểu mô tuyến nhầy,['Nguyên nhân'],Mucoepidermoid carcinoma,Biến đổi ác tính của tế bào tuyến nước bọt
Tại sao tôi bị gan không do rượu và có cách chữa không?,gan không do rượu (nash),"['Nguyên nhân', 'Điều trị']",Nonalcoholic Liver Disease (NASH),"Nguyên nhân: Tích tụ mỡ trong gan không do rượu. Điều trị: Thay đổi lối sống (giảm cân, chế độ ăn lành mạnh, tập thể dục đều đặn), quản lý các tình trạng cơ bản, thuốc nếu cần"
"Tôi hay bị đau ở nấm hắc lào, đó là dấu hiệu gì?",nấm hắc lào,['Triệu chứng'],Tinea nigra,"Xuất hiện các mảng da phẳng, màu nâu đến đen, không ngứa; thường ở lòng bàn tay hoặc lòng bàn chân"
Bệnh thoái hóa cột sống có dấu hiệu gì và do đâu?,thoái hóa cột sống,"['Triệu chứng', 'Nguyên nhân']",Spondylosis,"Triệu chứng: đau âm ỉ vùng cổ hoặc thắt lưng, cứng khớp buổi sáng, hạn chế vận động, có thể tê lan nếu chèn ép thần kinh;. Nguyên nhân: thoái hóa đĩa đệm và khớp liên mấu do tuổi tác, lao động nặng, tư thế sai kéo dài, di truyền."
"Tôi bị cơ tim phì đại tắc nghẽn, tôi muốn biết tại sao",cơ tim phì đại tắc nghẽn,['Nguyên nhân'],Hypertrophic Obstructive Cardiomyopathy (HOCM),"Dày cơ tim bất thường, thường do di truyền"
"Tôi bị nốt ruồi và thấy đau, do đâu mà có?",nốt ruồi,['Nguyên nhân'],Melanocytic Nevus,"Tăng sinh tế bào melanocyte, có thể liên quan đến yếu tố di truyền và phơi nhiễm ánh nắng"
"Tôi bị ngộ độc carbon monoxide, nên làm gì để mau khỏe lại?",ngộ độc carbon monoxide,['Điều trị'],Carbon Monoxide Poisoning,"Không khí trong lành, liệu pháp oxy, chăm sóc y tế khẩn cấp"
"Tôi bị viêm phổi, tôi muốn biết tại sao, những cách điều trị của bệnh.",viêm phổi,"['Nguyên nhân', 'Điều trị']",Pneumonia,"Nguyên nhân: Nhiễm trùng phổi do vi khuẩn, virus hoặc nấm. Điều trị: Kháng sinh, thuốc kháng virus (nếu áp dụng), nghỉ ngơi, uống đủ nước, giảm triệu chứng"
"Cơ thể tôi yếu khi bị dị dạng tử cung bẩm sinh, nên ăn gì để khỏe lại?",dị dạng tử cung bẩm sinh,['Điều trị'],Congenital Uterine Malformation,"Theo dõi, can thiệp phẫu thuật nếu gây rối loạn chức năng sinh sản"
"Tôi bị thiếu máu, tôi muốn biết tại sao, những dấu hiệu của bệnh.",thiếu máu,"['Triệu chứng', 'Nguyên nhân']",Anemia,"Triệu chứng: Mệt mỏi, yếu, da nhợt nhạt, khó thở. Nguyên nhân: Giảm sản xuất hồng cầu hoặc mất máu trong thai kỳ"
"Bệnh viêm phế quản cấp làm tôi đau, tại sao lại thế?",viêm phế quản cấp,['Nguyên nhân'],Acute bronchitis,"Do virus gây ra: rhinovirus, virus cúm A hoặc cúm B, virus hợp bào hô hấp; Do nhiễm khuẩn: Mycoplasma pneumoniae, Bordetella pertussis và Chlamydia pneumonia"
Bị viêm dây thần kinh ngoại biên thì có cách nào bớt khó chịu không?,viêm dây thần kinh ngoại biên,['Điều trị'],Peripheral neuropathy,"Kiểm soát đường huyết, Sử dụng các khoáng chất vitamin B12, Sử dụng thuốc chống trầm cảm, Thuốc động kinh, Thuốc tê, Vật lí trị liệu, Phẫu thuật, Châm cứu"
"Tôi bị đau ở liệt dây thần kinh mặt, đó có phải bệnh không?",liệt dây thần kinh mặt,['Triệu chứng'],Facial nerve palsy,"Hai bên mặt mất cân đối đột ngột, Nửa mặt bên liệt bất động, Mắt bệnh nhân nhắm không kín, Chảy dãi, Nước một góc miệng"
Bệnh liệt dây thần kinh sọ gây ra triệu chứng gì và tôi cần làm gì để giảm?,liệt dây thần kinh sọ,"['Triệu chứng', 'Điều trị']",Cranial Nerve Palsy,"Triệu chứng: Phụ thuộc vào dây thần kinh sọ bị ảnh hưởng; triệu chứng có thể bao gồm thay đổi thị giác, bất thường cử động mắt, yếu hoặc liệt mặt, khó nuốt hoặc nói, mất cảm giác ở mặt hoặc các vùng khác. Điều trị: Điều trị phụ thuộc vào nguyên nhân cơ bản và dây thần kinh sọ bị ảnh hưởng. Có thể bao gồm thuốc (như corticosteroid hoặc thuốc kháng virus), vật lý trị liệu, liệu pháp ngôn ngữ, liệu pháp nghề nghiệp, bài tập mắt, phẫu thuật (trong một số trường hợp), và quản lý các tình trạng cơ bản."
Bệnh rận mu biểu hiện thế nào và do nguyên nhân gì?,rận mu,"['Triệu chứng', 'Nguyên nhân']",Pubic Lice Infestation,"Triệu chứng: Ngứa dữ dội vùng lông mu, dễ thấy các mấu nhỏ, có mùi khó chịu. Nguyên nhân: Nhiễm ký sinh trùng Pthirus pubis qua tiếp xúc trực tiếp với người bị nhiễm"
"Tôi bị loạn dưỡng xương sụn và thấy mệt, do nguyên nhân gì?",loạn dưỡng xương sụn,['Nguyên nhân'],Osteochondrosis,"Rối loạn phát triển xương và sụn, thường ở trẻ em và thanh thiếu niên"
"Tôi bị rối loạn sử dụng benzodiazepine, triệu chứng là gì và chữa thế nào?",rối loạn sử dụng benzodiazepine,"['Triệu chứng', 'Điều trị']",Benzodiazepine Use Disorder,"Triệu chứng: An thần, thư giãn, giảm lo âu, buồn ngủ, phối hợp kém, suy giảm trí nhớ, triệu chứng cai (như lo âu tái phát, mất ngủ, run) khi cố gắng ngừng hoặc giảm sử dụng benzodiazepine, tiếp tục sử dụng dù có hậu quả tiêu cực (như vấn đề quan hệ, rủi ro sức khỏe). Điều trị: Giảm dần benzodiazepine dưới giám sát y tế, tư vấn hoặc liệu pháp (như liệu pháp hành vi nhận thức), nhóm hỗ trợ, giải quyết yếu tố tâm lý hoặc xã hội cơ bản, thay đổi lối sống, giải quyết tình trạng sức khỏe tâm thần đồng mắc, chiến lược giảm hại, theo dõi và hỗ trợ liên tục"
"Tôi muốn giảm triệu chứng của phổi mô kẽ, nên làm gì?",phổi mô kẽ,['Điều trị'],Interstitial lung disease,"Dùng thuốc: sử dụng thuốc chống viêm hoặc thuốc xơ tùy; Sử dụng oxy: ngăn chặn, giảm thiểu biến chứng do nồng độ oxy trong máu thấp, cải thiện giấc ngủ, giảm huyết áp phía bên phải của tim; Phẫu thuật: phương pháp điều trị khác không hiệu quả, bệnh nhân mắc bệnh phổi kẽ có thể được chỉ định phẫu thuật cấy ghép phổi"
"Tôi bị viêm phế quản mãn tính và thấy đau, có thuốc nào tốt không?",viêm phế quản mãn tính,['Điều trị'],Chronic bronchitis,"Dùng thuốc giãn phế quản; Sử dụng máy hô hấp giúp đưa thuốc vào cơ thể, sử dụng thuốc theophyline; Thuốc kháng viên hoặc viên nén; Chương trình phục hồi chức năng phổi; Sử dụng thiết bị làm sạch chất nhầy; Liệu pháp oxy"
"Bị hẹp niệu đạo mà đau hoài, tại sao thế?",hẹp niệu đạo,['Nguyên nhân'],Urethral stricture,"Viêm nhiễm; Tuyến tiền liệt phì đại; Ung thư; Chấn thương, tổn thương niệu đạo; Bẩm sinh; Bệnh STDs; Lichen xơ cứng; Có khoảng 30% trường hợp hẹp niệu đạo nhưng không rõ nguyên nhân"
"Tôi bị thận do tiểu đường, tôi muốn biết tại sao, những dấu hiệu của bệnh.",thận do tiểu đường,"['Triệu chứng', 'Nguyên nhân']",Diabetic Kidney Disease,"Triệu chứng: Huyết áp cao, tăng nhu cầu tiểu tiện, sưng ở chân và mắt cá chân, mệt mỏi, buồn nôn, chán ăn. Nguyên nhân: Tổn thương thận do tiểu đường không kiểm soát"
Bệnh viêm phổi kẽ có triệu chứng gì và nguyên nhân từ đâu?,viêm phổi kẽ,"['Triệu chứng', 'Nguyên nhân']",Interstitial pneumonia,"Triệu chứng: Ho khan, hụt hơi, Khó thở, đặc biệt là khi gắng sức, mệt mỏi. Nguyên nhân: Yếu tố nghề nghiệp và môi trường: bụi silic, sợi amiăng, bụi mịn, phân chim...; Thuốc: thuốc hóa trị, thuốc trợ tim; thuốc kháng sinh; thuốc chống viêm; Vấn đề sức khỏe: Viêm khớp dạng thấp, xơ cứng bì, viêm da cơ và viêm đa cơ, bệnh mô liên kết hỗn hợp"
"Khi bị viêm tủy thị thần kinh, tôi thấy gì, do đâu, và nên làm gì để giảm triệu chứng?",viêm tủy thị thần kinh,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Neuromyelitis optica,"Triệu chứng: Đột ngột đau mắt, Mờ mắt, Mất thị lực, Tê bì tay chân, Mất kiểm soát ruột và bàng quang, Buồn nôn, Cứng cổ hoặc đau cổ, Hôn mê, Co giật, Suy hô hấp, Rối loạn nhận thức, Mất trí nhớ, Mất thăng bằng. Điều trị: Điều trị tấn công, Phòng ngừa thứ cấp, Phẫu thuật, Phòng ngừa bệnh bằng cách tăng hệ miễn dịch, Thay đổi chế độ dinh dưỡng phù hợp, Vật lí trị liệu và phục hồi chức năng, nghỉ ngơi đủ giấc, Giảm căng thẳng, Tránh các chất kích thích. Nguyên nhân: Rối loạn tự miễn, Hệ dịch miễn tấn công tủy sống và dây thần kinh thị giác"
"Tôi bị co giật cơ, có triệu chứng gì và nên làm gì để bớt đau?",co giật cơ,"['Triệu chứng', 'Điều trị']",Myoclonus,"Triệu chứng: Co cơ hoặc giật đột ngột, ngắn, thường ảnh hưởng đến tay, chân hoặc mặt. Điều trị: Xác định và điều trị nguyên nhân cơ bản (ví dụ: điều chỉnh thuốc, mất cân bằng chuyển hóa), thuốc (thuốc chống co giật, thuốc an thần), vật lý trị liệu, chăm sóc hỗ trợ"
"Đau khớp do hạ cam mềm, tôi nên uống thuốc gì?",hạ cam mềm,['Điều trị'],Phimosis,Điều trị bằng thuốc bôi corticosteroid; nếu nặng có thể cần cắt bỏ bì (phẫu thuật cắt bao quy đầu)
"Tôi bị hội chứng bàng quang tăng hoạt, tôi muốn biết tại sao, những dấu hiệu của bệnh.",hội chứng bàng quang tăng hoạt,"['Triệu chứng', 'Nguyên nhân']",Overactive Bladder,"Triệu chứng: Tiểu gấp, thường có cảm giác bất chợt muốn đi tiểu, không nhịn tiểu được và cần phải đi tiểu ngay; són tiểu theo sau cảm giác tiểu gấp. Nguyên nhân: Rối loạn thần kinh trong bệnh Parkinson, đột quỵ, bệnh xơ hóa tủy, tổn thương tủy sống do chấn thương, bệnh đái tháo đường,...; Những bất thường trong bàng quang như các khối u hoặc sỏi bàng quang; Uống cà phê hoặc rượu quá mức"
"Đau ở viêm da tiếp xúc mãi không hết, tôi phải làm sao?",viêm da tiếp xúc,['Điều trị'],Contact Dermatitis,"Rửa sạch vùng da, dùng kem corticosteroid và thuốc kháng histamin, tránh tác nhân gây kích ứng"
"Bệnh viêm mô tế bào có dấu hiệu gì, tại sao lại bị, và tôi nên làm gì để chữa?",viêm mô tế bào,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Cellulitis,"Triệu chứng: Đỏ, đau, nhạy cảm, sưng, thay đổi da, sưng hạch bạch huyết. Điều trị: Kháng sinh, chườm ấm, bất động, nghỉ ngơi, kiểm soát đau. Nguyên nhân: Nhiễm khuẩn da, thường do vi khuẩn Streptococcus hoặc Staphylococcus"
Bị thận iga thì có triệu chứng gì và nguyên nhân là gì?,thận iga,"['Triệu chứng', 'Nguyên nhân']",IgA nephropathy,"Triệu chứng: Triệu chứng lâm sàng: Nước tiểu có màu coca hoặc màu trà do có lẫn máu, Nước tiểu có bọt do xuất hiện protein tăng cao, Đau ở một hoặc cả hai bên lưng dưới xương sườn, Sưng ở bàn tay và bàn chân hay phù nề do giảm albumin máu, Huyết áp cao, Suy nhược cơ thể, Cảm giác mệt mỏi kéo da; Triệu chứng cận lâm sàng: Phân tích nước tiểu thấy hồng cầu tồn tại dai dẳng, Protein niệu thường xuyên hoặc ngắt quãng, Đôi khi gặp đái máu đại thể, Nồng độ IgA huyết thanh trên 350 mg/dl ở người lớn. Nguyên nhân: Do gen: bệnh thận IgA phổ biến hơn ở một số gia đình và ở một số nhóm dân tộc nhất định như người gốc Á và Âu; Người bệnh gan: bệnh nhân xơ gan, nhiễm trùng viêm gan B và C mạn tính có nguy cơ mắc thận IgA cao; Bệnh celiac (bệnh đường ruột do gluten); Nhiễm trùng: bao gồm HIV và một số bệnh nhiễm trùng do vi khuẩn"
"Tôi bị suy tuyến yên và thấy mệt, do nguyên nhân gì?",suy tuyến yên (nặng),['Nguyên nhân'],Hypopituitarism,"Tổn thương tuyến yên do u, chấn thương hoặc hậu quả phẫu thuật"
"Bị lậu mà đau hoài, có cách nào chữa không?",lậu,['Điều trị'],Neisseria gonorrhoeae infection,Dùng kháng sinh (ceftriaxone kết hợp với azithromycin)
"Tôi bị đau lưng vì tắc mạch phổi, nên làm gì bây giờ?",tắc mạch phổi,['Triệu chứng'],Pulmonary embolism,"Khó thở, chóng mặt; Đau ngực: cảm thấy đau khi hít thở sâu, dấu hiệu của bệnh thuyên giảm tắc phổi; Ho ra máu: kèm với cả dịch nhầy"
Bệnh thủy đậu có dấu hiệu gì và làm sao để bớt khó chịu?,thủy đậu,"['Triệu chứng', 'Điều trị']",Varicella,"Triệu chứng: Phát ban ngứa, mụn nước có vảy; sốt, mệt mỏi, không ăn uống được. Điều trị: Thuốc kháng virus (Acyclovir) nếu cần; điều trị triệu chứng hỗ trợ giảm sốt, ngứa"
"Bệnh suy giáp có dấu hiệu gì, tại sao lại bị, và tôi nên làm gì để chữa?",suy giáp,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Hypothyroidism,"Triệu chứng: Mệt mỏi, giảm khả năng gắng sức, có khi tăng cân, sợ lạnh, da khô và thô, da tái lạnh, tóc dễ rụng gãy, rụng lông mày, lông nách, lông mu thưa, phù niêm mạc toàn thể, da mỡ (trông láng bóng), thâm nhiễm các cơ quan như mi mắt (nặng mí mắt), lưỡi (lưỡi to dày), thanh quản (nói khàn, khó thở), cơ (gây giả phì đại cơ), dễ bị táo bón, nhịp tim chậm, tim to, tràn dịch màng tim, nếu suy giáp nặng có thể suy tim (nhất là khi có thiếu máu đi kèm), suy nghĩ và vận động chậm chạp, nói chậm, trí nhớ giảm.. Điều trị: Thay thế hormone tuyến giáp (Levothyroxine). Nguyên nhân: Viêm tuyến giáp Hashimoto, phẫu thuật tuyến giáp, điều trị iodine phóng xạ"
Vì sao tôi hay bị dị ứng thực phẩm và có cách nào để hết không?,dị ứng thực phẩm,"['Nguyên nhân', 'Điều trị']",Food Allergy,"Nguyên nhân: Phản ứng miễn dịch với thực phẩm cụ thể. Điều trị: Tránh thực phẩm gây dị ứng, thuốc kháng histamine, epinephrine (trong trường hợp nặng)"
"Tôi bị thiếu máu, nên làm gì để mau khỏe lại?",thiếu máu,['Điều trị'],Anemia,"Bổ sung sắt, thay đổi chế độ ăn (thực phẩm giàu sắt), điều trị nguyên nhân cơ bản (như thiếu sắt hoặc thiếu vitamin B12), vitamin trước sinh"
